actuator_id,manufacturer,model,kind,motor_id,gearbox_id,driver_id,driver_included,Reducer,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,IP,Communication,Price_EUR,Output_Kt_Nm_per_A,Source,Notes
steadywin-gim4310-36,SteadyWin,GIM4310-36,commercial,steadywin-m-3-19-1-8596-2-675,steadywin-gim4310-36-gbx,,yes,36:1 planetary,12~40,6.24,25.43,,40,64.2,43.92,0.31,55,47,IP54,CAN&485,,3.19,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim4310-40,SteadyWin,GIM4310-40,commercial,steadywin-m-1-7889-0-269-3-5833,steadywin-gim4310-40-gbx,,yes,40:1 planetary,12~40,8.5,30.59,,70,86,88.8,0.3645,57,56,IP54,CAN&485,,1.7889,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim4315-8,SteadyWin,GIM4315-8,commercial,steadywin-m-0-96-1-5-16-875,steadywin-gim4315-8-gbx,,yes,8:1 planetary,12~40,1.6,14.25,,403,405,44.64,0.3715,57,58,IP54,CAN&485,68.57,0.96,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim4315-8-brushless-actuator,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim6010-6,SteadyWin,GIM6010-6,commercial,steadywin-m-0-34-0-55-18-75,steadywin-gim6010-6-gbx,,yes,6:1 planetary,12~48,3.3,8,,320,450,232.8,0.318,76,35,IP54,CAN,,0.34,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 1.8/peak 8.86 Nm, R=0.61 ohm, Kt=0.62, rated I=3.63 A | url:https://steadywin-motor.com/products/gim6010-6 | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim6010-8,SteadyWin,GIM6010-8,commercial,steadywin-m-0-47-0-44-11-5417,steadywin-gim6010-8-gbx,,yes,8:1 planetary,12~56,5,11,,120,420,252,0.388,80,40,IP54,CAN,87.95,0.47,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim6010-8-robot-motor,"Rated V=24; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 4.2/peak 11.27 Nm, R=0.44 ohm, Kt=0.65, rated I=2.87 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM6010-8/ | url:https://steadywin-motor.com/products/built-in-star-gear-motor-motor-robot-joint-driver-actuator-controller-motor | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim6010-36,SteadyWin,GIM6010-36,commercial,steadywin-m-4-38-0-6-2-1875,steadywin-gim6010-36-gbx,,yes,36:1 planetary,12~48,18,41,,85,97,220.8,0.574,76,56.50,IP54,CAN,,4.38,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 17.6/peak 52.48 Nm, R=0.6 ohm, Kt=4.3, rated I=4.38 A | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim6010-48,SteadyWin,GIM6010-48,commercial,steadywin-m-4-53-0-42-1-9792,steadywin-gim6010-48-gbx,,yes,48:1 planetary,12~40,27,55.9,,38,49,156,0.7769,80,67.5,IP54,CAN & 485,,4.53,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 26.2/peak 74.8 Nm, R=0.443 ohm, Kt=4.7, rated I=3.3 A | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim8108-6,SteadyWin,GIM8108-6,commercial,steadywin-m-0-98-0-774-7-75,steadywin-gim8108-6-gbx,,yes,6:1 planetary,12~48,5.18,26.32,,336,372,223.2,0.567,96,41.5,IP54,CAN & 485,,0.98,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com/products/cheetah-quadruped-robot-dog-high-torque-brushless-reduce-gear-motor-exoskeleton-industrial-robot-arm | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim8108-8,SteadyWin,GIM8108-8,commercial,steadywin-m-1-0-67-6-0417,steadywin-gim8108-8-gbx,,yes,8:1 planetary,12~56,7.5,22,,110,320,336,0.396,92,55,IP54,CAN,97.85,1,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-8-robot-motor,"Rated V=48; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 6.71/peak 23.09 Nm, R=0.72 ohm, Kt=1.19, rated I=4.78 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8108-8/ | url:https://steadywin-motor.com/products/planetary-reduction-motor-robot-dog-humanoid-robot-joint-module-flat-thin-large-torque | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim8108-9,SteadyWin,GIM8108-9,commercial,steadywin-m-1-83-0-73-5-0417,steadywin-gim8108-9-gbx,,yes,9:1 planetary,12~48,8.19,27.38,,207,242,192,0.567,96,41.5,IP54,CAN,,1.83,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com/products/bipedal-wheeled-high-torque-mechanical-dog-assisted-rehabilitation-exoskeleton-system-high-precision-driver | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim8108-36,SteadyWin,GIM8108-36,commercial,steadywin-m-7-32-0-72-1-25,steadywin-gim8108-36-gbx,,yes,36:1 planetary,12~48,32.76,109.5,,51,60,192,0.76,96,57,IP54,CAN,,7.32,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 25/peak 130.2 Nm, R=0.72 ohm, Kt=4, rated I=3.74 A | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim8108-48,SteadyWin,GIM8108-48,commercial,steadywin-m-7-1-0-735-1-0625,steadywin-gim8108-48-gbx,,yes,48:1 planetary,12~36,35.5,133.5,,41,51,211.68,0.7804,92,73,IP54,CAN & 485,179.45,7.1,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-48-robot-actuator,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx
steadywin-gim8115-6,SteadyWin,GIM8115-6,commercial,steadywin-m-0-67-0-364-8-2917,steadywin-gim8115-6-gbx,,yes,6:1 planetary,12~48,8.59,36.94,,160,199,194.4,0.705,96,48.5,IP54,CAN & 485,,0.67,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 9.1/peak 38 Nm, R=0.98 ohm, Kt=1.84, rated I=4.8 A | url:https://steadywin-motor.com/products/high-precision-and-high-torque-mechanical-dog-joint-actuator-with-high-performance-built-in-driver | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim8115-9,SteadyWin,GIM8115-9,commercial,steadywin-m-1-62-0-28-5-375,steadywin-gim8115-9-gbx,,yes,9:1 planetary,12~48,13,40,,100,129,189.6,0.705,96,48.5,IP54,CAN,185.90,1.62,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8115-9-torque-servo,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 15.27/peak 54.55 Nm, R=1.05 ohm, Kt=2.25, rated I=4.55 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8115-9/ | url:https://steadywin-motor.com/products/biped-wheeled-large-torque-mechanical-dog-joint-actuator-high-performance-built-in-driver-1 | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim8115-36,SteadyWin,GIM8115-36,commercial,steadywin-m-6-56-0-98-1-3333,steadywin-gim8115-36-gbx,,yes,36:1 planetary,12~48,45.6,132,,26,32,163.2,0.96,96,64,IP54,CAN,,6.56,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 48/peak 190.2 Nm, R=0.351 ohm, Kt=5.8, rated I=8.53 A | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
steadywin-gim10015-9,SteadyWin,GIM10015-9,commercial,steadywin-m-2-18-0-28-4-3333,steadywin-gim10015-9-gbx,,yes,9:1 planetary,12~48,30,62.1,,67,104,340.8,1.372,122,57.5,IP54,CAN,,2.18,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 20.5/peak 112 Nm, R=0.761 ohm, Kt=1.5, rated I=5.5 A | url:https://steadywin-motor.com | datasheet:datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx"
mjbots-qdd100-beta-3,mjbots,qdd100 beta 3,commercial,,mjbots-qdd100-beta-3-gbx,,yes,planetary 6:1,10-44,3.3,16,,,600,500,0.507,100,44,,CAN-FD 5Mbps,809,,https://mjbots.com/products/qdd100-beta-3,"Torque thermal tiers (0 speed, 24V, 20C, no airflow/heatsink): 'Peak 16 Nm (<1s)', '10 Nm - 60s', '6 Nm - 400s', '3.3 Nm - Indefinite' (=continuous->Rated). Max speed '3600 dps @36V' (=600 RPM), '2300 dps @24V' (=383 RPM). Peak power 500W. Backlash +/-0.25 deg. M0.5 6:1 planetary + moteus-derived integrated controller. Dev kit $999. Kt/Kv/pole pairs/currents not published. | url:https://mjbots.com/products/qdd100-beta-3"
hebi-robotics-x5-1,HEBI Robotics,X5-1,commercial,hebi-robotics-m-1-1-10-0-5-6,,,yes,272.222:1,24-48,1.3,2.5,,,90,,0.330,,,,100 Mbps Ethernet (dual port),3945.95,1.1,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
hebi-robotics-x5-4,HEBI Robotics,X5-4,commercial,hebi-robotics-m-3-1-x-2-0,,,yes,762.222:1,24-48,4,7,,,32,,0.345,,,,100 Mbps Ethernet (dual port),3945.95,3.1,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
hebi-robotics-x5-9,HEBI Robotics,X5-9,commercial,hebi-robotics-m-7-1-x-0-9,,,yes,1742.222:1,24-48,8,13,,,14,,0.360,,,,100 Mbps Ethernet (dual port),3945.95,7.1,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
hebi-robotics-x8-3,HEBI Robotics,X8-3,commercial,hebi-robotics-m-1-6-5-3-3-8,,,yes,272.222:1,24-48,3,7,,,84,,0.455,,,,100 Mbps Ethernet (dual port),4595.95,1.6,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
hebi-robotics-x8-9,HEBI Robotics,X8-9,commercial,hebi-robotics-m-4-6-x-1-3,,,yes,762.222:1,24-48,8,20,,,30,,0.475,,,,100 Mbps Ethernet (dual port),4595.95,4.6,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
hebi-robotics-x8-16,HEBI Robotics,X8-16,commercial,hebi-robotics-m-8-8-x-0-7,,,yes,1462.222:1,24-48,16,38,,,15,,0.490,,,,100 Mbps Ethernet (dual port),4595.95,8.8,Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price). | url:https://www.hebirobotics.com/actuators | datasheet:datasheets/qdd-western/hebi_x-series_datasheet.pdf"
maxon-hej-50-48-30,Maxon,HEJ 50-48-30,commercial,,maxon-hej-50-48-30-gbx,,yes,integrated planetary (ratio not published),30-60,11,28,28,200,248,,0.53,71.5,65,default has no IP back-cap; IP67 covers on request,EtherCAT,,,maxon datasheet HEJ 50-48-30 rev1.1,"Rev1.1 P/N 922156. Nominal (continuous) joint torque 11 Nm; max joint torque actively controlled & repetitive 28 Nm (applied ~1-2s). Max joint velocity 21 rad/s @48V (200 rpm), 26 rad/s @60V (248 rpm). Impact/overtorque: 12e6 @23Nm, 100e3 @30Nm, 1e3 @40Nm. Cont. DC-link current 4.7 Arms; max input <40A. 14-bit abs output encoder; backlash 0.5deg avg; backdrive <0.8Nm; inertia 56 kgcm2; eff up to 74%. Kt not published (torque via motor current). Rated power not stated by maxon (11Nm x 21rad/s ~= 231W). | url:https://global.maxongroup.com/high-efficiency-joints | datasheet:Datasheet_HEJ_50_48_30_rev1.1.pdf"
maxon-hej-70-48-60,Maxon,HEJ 70-48-60,commercial,,maxon-hej-70-48-60-gbx,,yes,integrated planetary (ratio not published),30-60,27,63,63,170,210,,1.04,88,77,IP67,EtherCAT,,,maxon datasheet HEJ 70-48-60 rev1.2,"Rev1.2 P/N 933846 (radial connectors) / 933847 (axial connectors). Nominal torque 27 Nm; max joint torque repetitive 63 Nm (~1-2s). Max joint velocity 17.8 rad/s @48V (170 rpm), 22 rad/s @60V (210 rpm). Impact/overtorque: 12e6 @38Nm, 100e3 @50Nm, 1e3 @67Nm. Cont. DC-link 8.0 Arms; max input <40A. IP67 incl. under load/bending; integrated user-controllable fan (12V). 14-bit abs encoder; inertia 112 kgcm2; backdrive <1.0Nm; eff up to 81.4%. Kt not published. Rated power not stated (27Nm x 18rad/s ~= 486W). | url:https://global.maxongroup.com/high-efficiency-joints | datasheet:Datasheet_HEJ_70_48_60_rev1.2.pdf"
maxon-hej-90-48-140,Maxon,HEJ 90-48-140,commercial,,maxon-hej-90-48-140-gbx,,yes,integrated planetary (ratio not published),30-60,75,140,140,99,124,,2.006,108,90,IP67,EtherCAT,,,maxon datasheet HEJ 90-48-140 rev2.3,"Rev2.3 P/N 831220 (radial) / 895330 (axial). Nominal torque 75 Nm; max joint torque repetitive 140 Nm (~4-5s); 180 Nm variant available on request. Max joint velocity 10.4 rad/s @48V (99 rpm), 13.0 rad/s @60V (124 rpm). Impact/overtorque: 12e6 @180Nm, 100e3 @240Nm, 1e3 @320Nm. Mass 2.006kg radial / 1.987kg axial. Cont. DC-link 8.0 Arms. 12-bit abs encoder; inertia 0.045 kgm2; accel to max speed <8ms; eff up to 86.1%. Kt not published. Rated power not stated (75Nm x 10.05rad/s ~= 754W). | url:https://global.maxongroup.com/high-efficiency-joints | datasheet:Datasheet_HEJ_90_48_140_rev2.3.pdf"
maxon-hej-hercules,Maxon,HEJ Hercules,commercial,,,,yes,integrated,20-60,150,300,,96,,,<3,,,IP67,EtherCAT,,,maxon HEJ overview page + robotics flyer rev1.6,"IN DEVELOPMENT - no released datasheet yet. Overview/flyer values (preliminary, subject to change): peak torque 300 Nm, continuous 150 Nm, peak joint velocity ~10 rad/s (~96 rpm), mass <3 kg, 20-60V, EtherCAT, IP67. | url:https://global.maxongroup.com/high-efficiency-joints"
maxon-hpj-dt38s-wga14,Maxon,HPJ DT38S-WGA14,commercial,maxon-m-0-0165-0-26-x,maxon-hpj-dt38s-wga14-gbx,,yes,strain wave WGA 14:1,,,12,19,84,167,,0.9,74,74,,optional (EPOS/EtherCAT/CANopen electronics),,,maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),"HPJ-DT joint = DT38S frameless motor + WGA strain-wave 14:1. maxon lists 'Peak Joint Torque, Repetitive' = 12-19 Nm; 'Peak Joint Velocity' = 8.8-17.5 rad/s (84-167 rpm). Includes motor + 2x encoder + gear + output bearing; brake/safety optional; no joint backlash; hollow shaft. Kt=16.5 mNm/A (FOC, amplitude = phase-current-referenced) and R phase-phase 0.26 ohm are MOTOR-level (pre-gear). Motor MSat 0.5 Nm; OD 42 / ID 17 mm; cogging 0.5 mNm. Voltage low-voltage DC (nominal customizable). Flyer rev1.6 Sept2025. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt38m-wgu14,Maxon,HPJ DT38M-WGU14,commercial,maxon-m-0-0322-0-37-x,maxon-hpj-dt38m-wgu14-gbx,,yes,strain wave WGU 14:1,,,23,36,84,167,,1.0,74,86,,optional (EPOS/EtherCAT/CANopen electronics),,,maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),"HPJ-DT joint = DT38M motor + WGU strain-wave 14:1. 'Peak Joint Torque, Repetitive' = 23-36 Nm; 'Peak Joint Velocity' = 8.8-17.5 rad/s (84-167 rpm). Kt=32.2 mNm/A (FOC amplitude, phase) and R phase-phase 0.37 ohm are MOTOR-level. Motor MSat 1.0 Nm; OD 42 / ID 17 mm; cogging 1.5 mNm. Flyer rev1.6 Sept2025. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt50s-wga20,Maxon,HPJ DT50S-WGA20,commercial,maxon-m-0-0604-0-58-x,maxon-hpj-dt50s-wga20-gbx,,yes,strain wave WGA 20:1,,,39,64,40,127,,1.5,94,81,,optional (EPOS/EtherCAT/CANopen electronics),,,maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),"HPJ-DT joint = DT50S motor + WGA strain-wave 20:1. 'Peak Joint Torque, Repetitive' = 39-64 Nm; 'Peak Joint Velocity' = 4.2-13.3 rad/s (40-127 rpm). Kt=60.4 mNm/A (FOC amplitude, phase) and R phase-phase 0.58 ohm are MOTOR-level. Motor MSat 1.5 Nm; OD 54 / ID 28 mm; cogging 2.6 mNm. Flyer rev1.6 Sept2025. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt50m-wgu20,Maxon,HPJ DT50M-WGU20,commercial,maxon-m-0-0926-0-76-x,maxon-hpj-dt50m-wgu20-gbx,,yes,strain wave WGU 20:1,,,27,120,40,210,,1.8,94,86,,optional (EPOS/EtherCAT/CANopen electronics),,,maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),"HPJ-DT joint = DT50M motor + WGU strain-wave 20:1. 'Peak Joint Torque, Repetitive' = 27-120 Nm (wide range); 'Peak Joint Velocity' = 4.2-22.0 rad/s (40-210 rpm). Kt=92.6 mNm/A (FOC amplitude, phase) and R phase-phase 0.76 ohm are MOTOR-level. Motor MSat 2.2 Nm; OD 54 / ID 28 mm; cogging 4.6 mNm. Flyer rev1.6 Sept2025. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt65s-wga25,Maxon,HPJ DT65S-WGA25,commercial,maxon-m-0-0881-0-33-x,maxon-hpj-dt65s-wga25-gbx,,yes,strain wave WGA 25:1,,,69,123,23,73,,2.6,114,90,,optional (EPOS/EtherCAT/CANopen electronics),,,motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),"NOT in current maxon robotics flyer rev1.6 (Sept2025) which lists only DT38/DT50 HPJ joints. Joint-level torque/speed/mass/dims (69-123 Nm, 23-73 rpm, 2.6kg, 114x90) CARRIED FROM PRIOR DB - UNVERIFIED against a current maxon source. Motor DT65S Kt=88.1 mNm/A (FOC amplitude, phase), R phase-phase 0.33 ohm, MSat 2.6 Nm, OD 70 / ID 35.5 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with robotics@maxongroup.com. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt65m-wgu25,Maxon,HPJ DT65M-WGU25,commercial,maxon-m-0-157-0-47-x,maxon-hpj-dt65m-wgu25-gbx,,yes,strain wave WGU 25:1,,,127,229,12,41,,3.4,114,100,,optional (EPOS/EtherCAT/CANopen electronics),,,motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (127-229 Nm, 12-41 rpm, 3.4kg, 114x100) CARRIED FROM PRIOR DB - UNVERIFIED. Motor DT65M Kt=157 mNm/A (FOC amplitude, phase), R phase-phase 0.47 ohm, MSat 4.9 Nm, OD 70 / ID 35.5 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
