layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source,__file
actuator,Maxon,HEJ Hercules,https://global.maxongroup.com/high-efficiency-joints,,,,,20-60,150.0,300.0,,96.0,,,<3,,,integrated,,unknown,,,,,,,,,,IP67,EtherCAT,"IN DEVELOPMENT - no released datasheet yet. Overview/flyer values (preliminary, subject to change): peak torque 300 Nm, continuous 150 Nm, peak joint velocity ~10 rad/s (~96 rpm), mass <3 kg, 20-60V, EtherCAT, IP67.",maxon HEJ overview page + robotics flyer rev1.6,maxon_specs.csv
actuator,Maxon,HPJ DT38S-WGA14,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,https://www.maxongroup.com/assets/public/caas/v1/media/271238/data/5fd47e48fa580fb8bf564b71097107dc/whitepaper-flyer-robotics-products-and-services-en.pdf,maxon_robotics_flyer_rev1.6.pdf,,,,,12.0,19.0,84.0,167.0,,0.9,74.0,74.0,strain wave WGA 14:1,0.0165,phase_peak,,,,0.26,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"HPJ-DT joint = DT38S frameless motor + WGA strain-wave 14:1. maxon lists 'Peak Joint Torque, Repetitive' = 12-19 Nm; 'Peak Joint Velocity' = 8.8-17.5 rad/s (84-167 rpm). Includes motor + 2x encoder + gear + output bearing; brake/safety optional; no joint backlash; hollow shaft. Kt=16.5 mNm/A (FOC, amplitude = phase-current-referenced) and R phase-phase 0.26 ohm are MOTOR-level (pre-gear). Motor MSat 0.5 Nm; OD 42 / ID 17 mm; cogging 0.5 mNm. Voltage low-voltage DC (nominal customizable). Flyer rev1.6 Sept2025.",maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),maxon_specs.csv
actuator,Maxon,HPJ DT38M-WGU14,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,https://www.maxongroup.com/assets/public/caas/v1/media/271238/data/5fd47e48fa580fb8bf564b71097107dc/whitepaper-flyer-robotics-products-and-services-en.pdf,maxon_robotics_flyer_rev1.6.pdf,,,,,23.0,36.0,84.0,167.0,,1.0,74.0,86.0,strain wave WGU 14:1,0.0322,phase_peak,,,,0.37,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"HPJ-DT joint = DT38M motor + WGU strain-wave 14:1. 'Peak Joint Torque, Repetitive' = 23-36 Nm; 'Peak Joint Velocity' = 8.8-17.5 rad/s (84-167 rpm). Kt=32.2 mNm/A (FOC amplitude, phase) and R phase-phase 0.37 ohm are MOTOR-level. Motor MSat 1.0 Nm; OD 42 / ID 17 mm; cogging 1.5 mNm. Flyer rev1.6 Sept2025.",maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),maxon_specs.csv
actuator,Maxon,HPJ DT50S-WGA20,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,https://www.maxongroup.com/assets/public/caas/v1/media/271238/data/5fd47e48fa580fb8bf564b71097107dc/whitepaper-flyer-robotics-products-and-services-en.pdf,maxon_robotics_flyer_rev1.6.pdf,,,,,39.0,64.0,40.0,127.0,,1.5,94.0,81.0,strain wave WGA 20:1,0.0604,phase_peak,,,,0.58,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"HPJ-DT joint = DT50S motor + WGA strain-wave 20:1. 'Peak Joint Torque, Repetitive' = 39-64 Nm; 'Peak Joint Velocity' = 4.2-13.3 rad/s (40-127 rpm). Kt=60.4 mNm/A (FOC amplitude, phase) and R phase-phase 0.58 ohm are MOTOR-level. Motor MSat 1.5 Nm; OD 54 / ID 28 mm; cogging 2.6 mNm. Flyer rev1.6 Sept2025.",maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),maxon_specs.csv
actuator,Maxon,HPJ DT50M-WGU20,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,https://www.maxongroup.com/assets/public/caas/v1/media/271238/data/5fd47e48fa580fb8bf564b71097107dc/whitepaper-flyer-robotics-products-and-services-en.pdf,maxon_robotics_flyer_rev1.6.pdf,,,,,27.0,120.0,40.0,210.0,,1.8,94.0,86.0,strain wave WGU 20:1,0.0926,phase_peak,,,,0.76,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"HPJ-DT joint = DT50M motor + WGU strain-wave 20:1. 'Peak Joint Torque, Repetitive' = 27-120 Nm (wide range); 'Peak Joint Velocity' = 4.2-22.0 rad/s (40-210 rpm). Kt=92.6 mNm/A (FOC amplitude, phase) and R phase-phase 0.76 ohm are MOTOR-level. Motor MSat 2.2 Nm; OD 54 / ID 28 mm; cogging 4.6 mNm. Flyer rev1.6 Sept2025.",maxon robotics flyer rev1.6 (joint) + EC frameless DT brochure Jul2025 (motor Kt/R),maxon_specs.csv
actuator,Maxon,HPJ DT65S-WGA25,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,,maxon_robotics_flyer_rev1.6.pdf,,,,,69.0,123.0,23.0,73.0,,2.6,114.0,90.0,strain wave WGA 25:1,0.0881,phase_peak,,,,0.33,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"NOT in current maxon robotics flyer rev1.6 (Sept2025) which lists only DT38/DT50 HPJ joints. Joint-level torque/speed/mass/dims (69-123 Nm, 23-73 rpm, 2.6kg, 114x90) CARRIED FROM PRIOR DB - UNVERIFIED against a current maxon source. Motor DT65S Kt=88.1 mNm/A (FOC amplitude, phase), R phase-phase 0.33 ohm, MSat 2.6 Nm, OD 70 / ID 35.5 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with robotics@maxongroup.com.",motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),maxon_specs.csv
actuator,Maxon,HPJ DT65M-WGU25,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,,maxon_robotics_flyer_rev1.6.pdf,,,,,127.0,229.0,12.0,41.0,,3.4,114.0,100.0,strain wave WGU 25:1,0.157,phase_peak,,,,0.47,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (127-229 Nm, 12-41 rpm, 3.4kg, 114x100) CARRIED FROM PRIOR DB - UNVERIFIED. Motor DT65M Kt=157 mNm/A (FOC amplitude, phase), R phase-phase 0.47 ohm, MSat 4.9 Nm, OD 70 / ID 35.5 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon.",motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),maxon_specs.csv
actuator,Maxon,HPJ DT85M-WGA32,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,,maxon_robotics_flyer_rev1.6.pdf,,,,,151.0,261.0,16.0,51.0,,5.0,146.0,107.0,strain wave WGA 32:1,0.126,phase_peak,,,,0.16,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (151-261 Nm, 16-51 rpm, 5.0kg, 146x107) CARRIED FROM PRIOR DB - UNVERIFIED. Motor DT85M Kt=126 mNm/A (FOC amplitude, phase), R phase-phase 0.16 ohm, MSat 5.6 Nm, OD 90 / ID 47 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon.",motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),maxon_specs.csv
actuator,Maxon,HPJ DT85L-WGU32,https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics,,maxon_robotics_flyer_rev1.6.pdf,,,,,281.0,484.0,9.0,29.0,,5.3,146.0,120.0,strain wave WGU 32:1,0.219,phase_peak,,,,0.22,phase-phase (terminal),single-tooth concentrated,,,,,optional (EPOS/EtherCAT/CANopen electronics),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (281-484 Nm, 9-29 rpm, 5.3kg, 146x120) CARRIED FROM PRIOR DB - UNVERIFIED (prior DB marked 'preliminary'). Motor DT85L Kt=219 mNm/A (FOC amplitude, phase), R phase-phase 0.22 ohm, MSat 9.8 Nm, OD 90 / ID 47 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon.",motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),maxon_specs.csv
actuator,MyActuator,RMD-X2-P28-7-E,https://www.myactuator.com/x2-7details,https://www.myactuator.com/_files/archives/cab28a_a8be185812d94daca249a7dc923ebe56.zip?dn=RMD-X2-7%20260519.zip,MyActuator-2025-product-manual.pdf,,,24,2.5,7.0,,142.0,178.0,37.0,0.26,44.0,63.5,planetary 28.17:1,0.8,"output (module, after gearbox)",4.3,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.61,motor phase,wye,13.0,3.0,8.1,,CAN BUS / EtherCAT,X2-7. Module (output) torque const 0.8 Nm/A. Motor phase inductance 0.13 mH; efficiency 63%; back-drive torque 0.4 Nm; backlash 12 arcmin; inertia 0.17 kg.cm2; dual encoder ABS-17BIT(in)/18BIT(out); no brake (N). Currents A(rms). Stall: 7.5 Nm@5s.,"https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (MyActuator 2025 General Catalog, p13-14)",myactuator_specs.csv
actuator,MyActuator,RMD-X4-P12-10-E,https://www.myactuator.com/x4-10details,https://www.myactuator.com/_files/archives/cab28a_026a233a507e45bdae0b607526d0281b.zip?dn=RMD-X4-10%20260703.zip,MyActuator-2025-product-manual.pdf,317.0,"$345 USD (AIFITLAB aifitlab.com), @0.92 EUR/USD",24,4.0,10.0,,238.0,317.0,100.0,0.33,55.0,55.5,planetary 12.6:1,0.8,"output (module, after gearbox)",6.0,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.32,motor phase,wye,13.0,7.8,19.5,,CAN BUS / EtherCAT,X4-10. Module (output) Kt 0.8 Nm/A. L 0.14 mH; eff 69.5%; back-drive 0.8 Nm; backlash 10 arcmin; inertia 0.25 kg.cm2; dual encoder ABS-17BIT/18BIT; no brake. Currents A(rms). Stall: 8 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p15-16),myactuator_specs.csv
actuator,MyActuator,RMD-X4-P36-36-E,https://www.myactuator.com/x4-36details,https://www.myactuator.com/_files/archives/cab28a_55831324f44f494c9d584df3dfea731a.zip?dn=RMD-X4-36%20260703.zip,MyActuator-2025-product-manual.pdf,368.0,"$400 USD (AIFITLAB), @0.92 EUR/USD",24,10.5,34.0,,83.0,111.0,100.0,0.36,55.0,61.0,planetary 36:1,1.9,"output (module, after gearbox)",6.0,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.35,motor phase,wye,13.0,6.1,21.5,,CAN BUS / EtherCAT,X4-36. Module (output) Kt 1.9 Nm/A. L 0.17 mH; eff 63.1%; back-drive 1.14 Nm; backlash 10 arcmin; crossed-roller output bearing; dual encoder ABS-17BIT/18BIT; no brake. Currents A(rms). Stall: 34.5 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p17-18),myactuator_specs.csv
actuator,MyActuator,RMD-X6-P8-8-C,https://www.myactuator.com/x6-8-details,https://www.myactuator.com/_files/archives/cab28a_dea91bce3ce54bb79854e78cc7f79afc.zip?dn=X6-8-240403.zip,MyActuator-2025-product-manual.pdf,327.0,"$355 USD (AIFITLAB), @0.92 EUR/USD",48,4.5,8.0,,310.0,387.0,135.0,0.49,80.0,48.0,planetary 8:1,1.3,"output (module, after gearbox)",19.4,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),1.1,motor phase,wye,14.0,3.6,7.2,,CAN BUS,X6-8 (V3). Module (output) Kt 1.3 Nm/A. L 0.57 mH; eff 78%; back-drive 0.8 Nm; backlash 10 arcmin; deep-groove ball output bearing; dual encoder ABS-17BIT/18BIT; no brake. Currents A(rms). Stall: 13.5 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p19-20),myactuator_specs.csv
actuator,MyActuator,RMD-X6-P20-60-E,https://www.myactuator.com/x6-60details,https://www.myactuator.com/_files/archives/cab28a_73ee2277286049bf9fc71ed18f7dec1f.zip?dn=RMD-X6-60%20%20260703.zip,MyActuator-2025-product-manual.pdf,451.0,"$490 USD (AIFITLAB), @0.92 EUR/USD",48,20.0,60.0,,153.0,176.0,320.0,0.82,80.0,67.5,planetary 19.612:1,2.1,"output (module, after gearbox)",16.0,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.41,motor phase,wye,10.0,9.5,29.1,,CAN BUS / EtherCAT,X6-60. Module (output) Kt 2.1 Nm/A. L 0.51 mH; eff 72.7%; back-drive 1.6 Nm; backlash 10 arcmin; crossed-roller output bearing; dual encoder ABS-17BIT/17BIT; no brake. Currents A(rms). Stall: 60 Nm@5s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p21-22),myactuator_specs.csv
actuator,MyActuator,RMD-X8-P9-32-R,https://www.myactuator.com/x8-32-details,https://www.myactuator.com/_files/archives/cab28a_7bc7b6be06384702ab3e30b2f911b91b.zip?dn=RMD-X8-32%20260703.zip,MyActuator-2025-product-manual.pdf,,,24,8.0,32.0,,244.0,277.0,204.0,0.55,96.0,41.2,planetary 9:1,1.3,"output (module, after gearbox)",10.9,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.13,motor phase,,21.0,6.2,30.0,,RS485,X8-32 (single encoder). Module (output) Kt 1.3 Nm/A. L 0.081 mH; eff 82%; back-drive 0.8 Nm; backlash 8 arcmin; deep-groove ball output bearing; SINGLE encoder ABS-18BIT; no brake. Currents A(rms). Stall: 30 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p23-24),myactuator_specs.csv
actuator,MyActuator,RMD-X8-P9-50-C / -R,https://www.myactuator.com/rmd-x-planetarymotor,https://www.myactuator.com/downloads-xseries,MyActuator-2025-product-manual.pdf,639.0,"$695 USD (AIFITLAB, listed as RMD-X8-S2), @0.92 EUR/USD",48,15.0,50.0,,110.0,137.0,125.0,0.72,96.0,,planetary 9:1,4.7,"output (module, after gearbox)",48.5,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.28,motor phase,wye,21.0,3.2,16.0,,RS485 / CAN BUS,X8-50 (higher-Kt winding of X8 frame). Module (output) Kt 4.7 Nm/A. L 0.34 mH; eff 80%; back-drive 0.8 Nm; backlash 10 arcmin; dual encoder ABS-17BIT/18BIT; no brake. Currents A(rms). Length not legible on datasheet drawing. Stall: 45 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p25-26),myactuator_specs.csv
actuator,MyActuator,RMD-X8-P20-120-E,https://www.myactuator.com/x8-120details,https://www.myactuator.com/_files/archives/cab28a_c2d3da522eba4448a67b2b2aef6f434e.zip?dn=X8-120%20260626.zip,MyActuator-2025-product-manual.pdf,593.0,"$645 USD (AIFITLAB), @0.92 EUR/USD",48,43.0,120.0,,127.0,158.0,574.0,1.4,96.0,76.0,planetary 19.612:1,2.4,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.18,motor phase,wye,10.0,17.6,43.8,,CAN BUS / EtherCAT,X8-120. Module (output) Kt 2.4 Nm/A. L 0.31 mH; eff 79%; back-drive 3.21 Nm; backlash 10 arcmin; crossed-roller output bearing; dual encoder ABS-17BIT/17BIT; no brake. Currents A(rms). Stall: 129 Nm@5s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p27-28),myactuator_specs.csv
actuator,MyActuator,RMD-X12-P20-320-E,https://www.myactuator.com/x12-320-details,https://www.myactuator.com/_files/archives/cab28a_437d9139632349b4b59b890b301b2405.zip?dn=RMD-X12-320%20%20260703.zip,MyActuator-2025-product-manual.pdf,1003.0,"$1090 USD (AIFITLAB), @0.92 EUR/USD",48,85.0,320.0,,100.0,125.0,900.0,2.37,124.0,85.0,planetary 20:1,3.3,"output (module, after gearbox)",17.9,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.12,motor phase,wye,20.0,30.0,100.0,,CAN BUS / EtherCAT,X12-320. Module (output) Kt 3.3 Nm/A. L 0.05 mH; eff 75%; back-drive 3.8 Nm; backlash 10 arcmin; crossed-roller output bearing; dual encoder ABS-17BIT/17BIT; no brake. Currents A(rms). Rated OUTPUT power=900 W per datasheet & AIFITLAB (existing DB row says 1000 W - existing is wrong). Weight 2.37 kg (existing row 2.40). Stall: 300 Nm@3s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p29-30); confirmed https://aifitlab.com/products/myactuator-rmd-x12-320-motor,myactuator_specs.csv
actuator,MyActuator,RMD-X15-P20-450-E,https://www.myactuator.com/x15-450-details,https://www.myactuator.com/_files/archives/cab28a_f1eba578c465415296406d06cf3feba5.zip?dn=RMD-X15-450%20260703.zip,MyActuator-2025-product-manual.pdf,,,72,145.0,450.0,,98.0,108.0,1480.0,3.5,166.0,69.0,planetary 20.25:1,5.8,"output (module, after gearbox)",29.9,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.08,motor phase,wye,20.0,25.0,69.2,,CAN BUS / EtherCAT,X15-450. 72V input. Module (output) Kt 5.8 Nm/A. L 0.14 mH; eff 82.4%; back-drive 4 Nm; backlash 10 arcmin; crossed-roller output bearing; dual encoder ABS-17BIT/17BIT; no brake. Currents A(rms). Stall: 435 Nm@5s.,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p31-32),myactuator_specs.csv
actuator,MyActuator,RMD-X10-P7-40-R-N / -C-N,https://www.myactuator.com/x10-40-details,https://www.myactuator.com/_files/archives/cab28a_3b056e2d89b0455fab5e14164e82937b.zip?dn=X10-40-240403.zip,RMD-X10-40_datasheet.pdf,575.0,"$625 USD (AIFITLAB, X10-40), @0.92 EUR/USD",48,12.0,40.0,,170.0,190.0,215.0,1.15,71.0,53.0,planetary 7:1,0.32,motor (before gearbox; motor torque const),30.0,rpm/V (motor speed const),motor,0.3,motor (wire resistance),,21.0,5.3,,,CAN BUS / RS485,"X10-40 (RMD-X10 V3, 1:7). RAW DATASHEET PDF gives rated 12 Nm @170 rpm, 215 W, overload x3, MOTOR Kt 0.32 Nm/A, motor Kv 30 rpm/V, R 0.3 ohm, L 0.13 mH, rotor inertia 5675 g.cm2. Peak 40 from model name. DISCREPANCY: AIFITLAB/website & existing DB row list rated 15 Nm / 265 W / 165 rpm - datasheet PDF differs. Dual encoder 14-bit in/out; backlash 7 arcmin; no brake.","RMD-X10-40_datasheet.pdf (MyActuator V3 download RMD-X10 1:7 V3.pdf, Apr 2024)",myactuator_specs.csv
actuator,MyActuator,RMD-X10-P35-100-R-N / -C-N,https://www.myactuator.com/x10-100-details,https://www.myactuator.com/_files/archives/cab28a_ec7248117963481faafbb6fdf7185e5e.zip?dn=X10-100-240403.zip,RMD-X10-100_datasheet.pdf,,,48,50.0,100.0,,50.0,,265.0,1.7,71.0,74.0,planetary 35:1,,,,,,,,,21.0,6.7,13.5,,CAN BUS / RS485,"X10-100 (RMD-X10-S2 V3). RAW DATASHEET: rated 50 Nm @50 rpm, peak 100 Nm, 265 W, eff 82%. Torque const / phase R not listed in datasheet table (blank, not guessed). Input encoder 16-bit / output 14-bit; back-drive 2.88 Nm; backlash 15 arcmin; inertia 198.6 kg.cm2; axial 1625 N / radial 2250 N; no brake (brake customizable). Matches existing DB row.","RMD-X10-100_datasheet.pdf (MyActuator V3 download RMD-X10-S2 V3.pdf, Apr 2024)",myactuator_specs.csv
actuator,MyActuator,EPS-RH-11-80-C-N-D,https://www.myactuator.com/rh-harmonicmotor,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,24,5.0,21.0,,25.0,40.0,13.0,0.38,52.0,73.0,harmonic 80:1,3.65,"output (module, after gearbox)",12.0,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),2.7,motor phase,wye,13.0,1.4,5.0,,CAN BUS,"RH-11 (smallest harmonic; 80:1 only, CAN only). Module (output) Kt 3.65 Nm/A. L 0.47 mH; backlash <40 arcsec; dual encoder ABS-14BIT(in)/ABS-17BIT(out); standard without brake; IP54 optional. Currents A(rms). Stall: 21 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p35-36),myactuator_specs.csv
actuator,MyActuator,EPS-RH-14-100-E-N-D,https://www.myactuator.com/rh-14details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,11.0,28.0,,25.0,30.0,28.0,0.78,64.0,81.7,harmonic 100:1,4.0,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.62,motor phase,wye,10.0,2.8,5.7,,CAN BUS / EtherCAT,"RH-14, 100:1 (standard only without brake). Module (output) Kt 4 Nm/A. 50:1 variant also offered: rated 5.5 / peak 14 Nm, 50 rpm, Kt 2 Nm/A. L 0.43 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 27.5 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p37-38),myactuator_specs.csv
actuator,MyActuator,EPS-RH-17-Lite-100-C-N-D,https://www.myactuator.com/rh-17details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,24,26.0,65.0,,20.0,25.0,55.0,0.8,70.0,77.0,harmonic 100:1,5.17,"output (module, after gearbox)",12.0,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.94,motor phase,wye,10.0,5.0,12.6,,CAN BUS,"RH-17 Lite (distinct low-cost 17 harmonic; 100:1, CAN only). Module (output) Kt 5.17 Nm/A. L 0.41 mH; backlash <40 arcsec; dual encoder ABS-14BIT/ABS-17BIT; without brake. Currents A(rms). Stall: 65 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p39-40),myactuator_specs.csv
actuator,MyActuator,EPS-RH-17-100-E-N-D,https://www.myactuator.com/rh-17details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,869.0,"$945 USD (AIFITLAB, RH-17), @0.92 EUR/USD",48,35.0,54.0,,25.0,30.0,91.0,1.11,74.0,90.2,harmonic 100:1,7.4,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.7,motor phase,wye,10.0,4.7,7.4,,CAN BUS / EtherCAT,"RH-17, 100:1. Module (output) Kt 7.4 Nm/A. Brake variant EPS-RH-17-100-E-B-D: 1.28 kg, length 104 mm. 50:1 variant: rated 17.5 / peak 27 Nm, 50 rpm, Kt 3.7 Nm/A. L 0.47 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 87.5 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p41-42),myactuator_specs.csv
actuator,MyActuator,EPS-RH-20-100-E-N-D,https://www.myactuator.com/rh-20details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,50.0,80.0,,25.0,30.0,130.0,1.45,84.0,82.9,harmonic 100:1,7.3,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.36,motor phase,wye,10.0,6.8,10.6,,CAN BUS / EtherCAT,"RH-20, 100:1. Module (output) Kt 7.3 Nm/A. Brake variant -E-B-D: 1.75 kg, length 97.4 mm. 50:1 variant: rated 25 / peak 40 Nm, 50 rpm, Kt 3.65 Nm/A. L 0.51 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 125 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p43-44),myactuator_specs.csv
actuator,MyActuator,EPS-RH-25-100-E-N-D,https://www.myactuator.com/rh-25details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,1196.0,"$1300 USD (AIFITLAB, RH-25), @0.92 EUR/USD",48,108.0,157.0,,25.0,30.0,282.0,2.42,102.0,88.5,harmonic 100:1,10.1,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.16,motor phase,wye,10.0,10.6,14.1,,CAN BUS / EtherCAT,"RH-25, 100:1. Module (output) Kt 10.1 Nm/A. Brake variant -E-B-D: 2.74 kg, length 105.2 mm. 50:1 variant: rated 54 / peak 78.5 Nm, 50 rpm, Kt 5.05 Nm/A. L 0.33 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 256 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p45-46),myactuator_specs.csv
actuator,MyActuator,EPS-RH-32-100-E-N-D,https://www.myactuator.com/rh-32details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,150.0,229.0,,18.0,20.0,282.0,4.32,132.0,108.4,harmonic 100:1,6.9,"output (module, after gearbox)",26.7,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.08,motor phase,wye,10.0,21.8,32.1,,CAN BUS / EtherCAT,"RH-32, 100:1 (largest direct-sale harmonic). Module (output) Kt 6.9 Nm/A. Brake variant -E-B-D: 4.74 kg, length 125.3 mm. 50:1 variant: rated 75 / peak 114.5 Nm, 36 rpm, Kt 3.45 Nm/A. L 0.18 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 270 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p47-48),myactuator_specs.csv
actuator,MyActuator,RMD-L-4005,https://www.myactuator.com/l-4005-details,https://www.myactuator.com/downloads-lseries,,,,12-24,,0.25,,,,,,40.0,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-4005 gimbal/direct-drive BLDC (KV variant -25T). Only peak torque 0.25 Nm published on distributor pages; rated torque/speed/Kt/R not obtained (left blank, not guessed). 18-bit magnetic encoder.",https://www.dingsmotionusa.com/rmd-l-4005 ; https://www.myactuator.com/l-4005-details,myactuator_specs.csv
actuator,MyActuator,RMD-L-4010,https://www.myactuator.com/l-4010-details,https://www.myactuator.com/downloads-lseries,,,,12-24,,0.33,,,,,,40.0,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-4010 direct-drive BLDC. Only peak torque 0.33 Nm published; other params not obtained (blank, not guessed).",https://www.dingsmotionusa.com/rmd-l-4010 ; https://www.myactuator.com/l-4010-details,myactuator_specs.csv
